0.603802,0.476714,0.47003
0.212553,0.0446087,0.206959
0.340757,0.27693,0.280404
0.338444,0.377751,0.415082
0.315057,0.622338,0.626594
0.400421,0.489504,0.474159
0.0293119,0.598266,0.564493
0.258818,0.20277,0.220883
0.24,0.355612,0.401234
0.67791,0.635007,0.692648
0.70608,0.225759,0.186588
0.293576,0.642883,0.61891
0.466937,0.214439,0.249655
0.517447,0.41063,0.433114
0.5053,0.499422,0.481278
0.0354355,0.170849,0.209469
0.514757,0.510316,0.510489
0.678359,0.60703,0.659335
0.131959,0.504722,0.496114
0.221688,0.350311,0.392833
0.190047,0.596421,0.588486
0.225132,0.328644,0.282511
0.108719,0.0268181,0.0620942
0.335918,0.396073,0.388568
0.590658,0.174687,0.175906
0.411406,0.2019,0.179226
0.275848,0.018642,0.00291056
0.636432,0.0933911,0.434859
0.390374,0.0307073,0.0452115
0.122305,0.0337819,0.00198236
0.370694,0.103367,0.0992053
0.411998,0.498937,0.540156
0.00261982,0.387006,0.381483
0.148605,0.325843,0.409157
0.210655,0.0981732,0.0685655
0.270534,0.0140654,0.0195176
0.406407,0.506432,0.491234
0.265551,0.686359,0.65099
0.310856,0.635216,0.641582
0.397279,0.558774,0.629108
0.399525,0.0528697,0.0507334
0.33587,0.34113,0.36347
0.32952,0.186106,0.201696
0.557958,0.531012,0.506519
0.686556,0.173353,0.184856
0.414524,0.389304,0.348989
0.46958,0.103759,0.0581333
0.25141,0.393108,0.340713
0.0723099,0.688462,0.705105
0.377542,0.447338,0.462243
0.461323,0.599286,0.650982
0.0561747,0.234876,0.254004
0.457161,0.555492,0.583229
0.625875,0.0538315,0.287392
0.0771815,0.0869306,0.0209402
0.486479,0.381144,0.426305
0.0377598,0.685848,0.666814
0.504201,0.0908457,0.102448
0.481736,0.537903,0.48914
0.625815,0.631095,0.625864
0.208932,0.168945,0.198024
0.552025,0.323256,0.339178
0.157064,0.560442,0.560165
0.165132,0.100496,0.110023
0.677516,0.413513,0.44935
0.319535,0.321542,0.0663042
0.0604668,0.308707,0.333683
0.015522,0.547686,0.507027
0.0341376,0.514568,0.48952
0.308633,0.462136,0.425552
0.297577,0.0583575,0.117623
0.427435,0.0720629,0.0636902
0.277574,0.0723863,0.0348444
0.2878,0.607903,0.55377
0.0621462,0.122668,0.124162
0.2632,0.26924,0.307939
0.200875,0.26985,0.00419104
0.0922488,0.614281,0.648384
0.0457848,0.32925,0.35201
0.38165,0.360898,0.38922
0.660957,0.171905,0.221895
0.205124,0.216346,0.201399
0.464396,0.11973,0.127883
0.664639,0.620443,0.55196
0.427925,0.337344,0.346808
0.165747,0.270148,0.274515
0.370936,0.338129,0.529147
0.388634,0.0728714,0.408379
0.414353,0.237873,0.27559
0.248001,0.427077,0.417408
0.597087,0.0848377,0.118951
0.112915,0.660788,0.631709
0.238063,0.288822,0.321203
0.705094,0.256459,0.257443
0.186699,0.335752,0.338274
0.614276,0.140025,0.125673
0.555966,0.327646,0.286265
0.150823,0.164596,0.147392
0.449527,0.528037,0.527222
0.399587,0.683576,0.65368
0.657084,0.546498,0.550884
0.553708,0.438765,0.426337
0.631481,0.560312,0.518431
0.142289,0.447027,0.146584
0.620222,0.0682402,0.0437176
0.375074,0.524597,0.55484
0.0447874,0.259756,0.26503
0.0159592,0.0671654,0.015311
0.029063,0.67062,0.658679
0.399368,0.166314,0.187552
0.131082,0.234303,0.214549
