x coord, y coord, z coord
0.66439,0.514294,0.514297
0.0217034,0.0209744,0.0214684
0.471193,0.343073,0.343216
0.514599,0.0638524,0.0639732
0.0858485,0.299866,0.299867
0.493222,0.278433,0.278358
0.25696,0.299747,0.2998
0.107027,0.149883,0.149919
0.55719,0.38566,0.385486
0.214675,0.449961,0.450459
0.214168,0.235659,0.23539
0.664571,0.342668,0.342353
0.343112,0.493171,0.492942
0.557557,0.342341,0.343233
0.171874,0.385951,0.385305
0.213952,0.107595,0.106912
0.429027,0.193343,0.193048
0.213923,0.321182,0.321158
0.34315,0.171513,0.171106
0.321611,0.170922,0.171044
0.278952,0.492487,0.492584
0.406868,0.621083,0.621895
0.535873,0.599618,0.599752
0.643087,0.600088,0.600184
0.214591,0.0853626,0.0855871
0.514472,0.235842,0.235887
0.471763,0.299908,0.299586
0.321511,0.428167,0.428654
0.364012,0.578185,0.578133
0.493271,0.0852814,0.0860667
0.407449,0.385636,0.385952
0.385541,0.57885,0.578234
0.643011,0.428623,0.429015
0.17106,0.17185,0.170929
0.106962,0.664425,0.664531
0.0640908,0.471225,0.471326
0.406637,0.278193,0.278088
0.0861872,0.213813,0.213906
0.578244,0.300483,0.300236
0.428546,0.385275,0.38521
0.385258,0.6644,0.664011
0.0424727,0.471046,0.471156
0.621857,0.428865,0.428061
0.600291,0.278869,0.278801
0.428415,0.299571,0.299646
0.449679,0.235355,0.235813
0.0647631,0.0210292,0.0210474
0.128588,0.278277,0.278527
0.513955,0.278261,0.278409
0.557561,0.428927,0.428388
0.493064,0.450007,0.4495
0.535873,0.578295,0.579032
0.235522,0.599938,0.599587
0.0641275,0.406839,0.407388
0.0642692,0.0861621,0.0853218
0.107574,0.300067,0.300399
0.213904,0.342591,0.342664
0.171125,0.192488,0.193098
0.299818,0.664604,0.664371
0.47158,0.513942,0.513851
0.449517,0.0856971,0.085433
0.642803,0.407556,0.407269
0.0643067,0.514345,0.513796
0.492778,0.149682,0.149833
0.578398,0.17119,0.171887
0.0853233,0.257123,0.257417
0.364206,0.214267,0.214274
0.556881,0.29988,0.299965
0.62187,0.128137,0.12898
0.0427625,0.193039,0.192977
0.25733,0.471123,0.471242
0.25668,0.535234,0.536105
0.428645,0.0857659,0.0852426
0.385269,0.642407,0.643243
0.214,0.0431805,0.042573
0.321356,0.600302,0.599774
0.557002,0.149682,0.150448
0.171421,0.364222,0.364281
0.428304,0.642842,0.642908
0.214455,0.428258,0.429048
0.063979,0.449586,0.450011
0.6861,0.192373,0.193098
0.600103,0.320983,0.321233
0.214087,0.471352,0.471263
0.0217078,0.343288,0.34327
0.192814,0.664021,0.664217
0.343232,0.149791,0.150353
0.236108,0.642398,0.642426
0.0216084,0.0857913,0.0857781
0.364109,0.514424,0.513832
0.278953,0.342471,0.34247
0.235239,0.385753,0.385438
0.514428,0.51376,0.514288
0.042919,0.0860925,0.0855146
0.321032,0.449622,0.449557
0.299707,0.535618,0.535556
0.664657,0.193114,0.192525
0.235216,0.53536,0.5357
0.214584,0.621518,0.621591
0.278641,0.471107,0.471145
0.471157,0.664508,0.663867
0.407386,0.429029,0.428696
0.385782,0.449938,0.450175
0.535578,0.0430883,0.0433485
0.642683,0.621047,0.621647
0.536092,0.149535,0.149781
0.0640496,0.685739,0.685576
0.578833,0.450439,0.4499
0.685646,0.643209,0.6424
0.0426981,0.685705,0.685567
0.150424,0.235642,0.23554
0.321265,0.213885,0.213896
0.256711,0.428051,0.4285
0.664043,0.236117,0.235752
0.514301,0.192599,0.193077
0.406872,0.150282,0.149962
0.12897,0.171547,0.171383
0.0427819,0.364495,0.363802
0.621521,0.257095,0.257459
0.128267,0.12869,0.128788
0.27878,0.535708,0.535376
0.621843,0.149783,0.150318
0.257451,0.450307,0.450194
0.128567,0.428368,0.42877
0.128186,0.0856151,0.085623
0.15046,0.428158,0.428444
0.492658,0.0642225,0.0639416
0.364505,0.0854762,0.0861514
0.278277,0.642863,0.642947
0.128099,0.235798,0.23527
0.278564,0.600457,0.599979
0.385251,0.0639416,0.0647258
0.407439,0.578273,0.578897
0.385861,0.106827,0.106729
0.578284,0.471438,0.471726
0.278122,0.406798,0.407032
0.621506,0.578306,0.578737
0.471097,0.642433,0.643117
0.36452,0.299861,0.300117
0.450194,0.385884,0.385522
0.642727,0.235621,0.23521
0.642664,0.0426466,0.042811
0.66473,0.5789,0.578135
0.0217083,0.278676,0.2781
0.428514,0.214354,0.213984
0.64262,0.449736,0.450289
0.0645483,0.27824,0.278455
0.300222,0.55744,0.556812
0.107074,0.449573,0.449629
0.406843,0.407573,0.40686
0.278471,0.664328,0.664456
0.235414,0.149683,0.150295
0.0642467,0.0427502,0.0432883
0.664179,0.321692,0.320989
0.514123,0.107021,0.107609
0.599746,0.514047,0.514713
0.578491,0.0637987,0.0639812
0.450186,0.449917,0.450163
0.59953,0.428972,0.428481
0.642552,0.471667,0.471839
0.042947,0.235751,0.235953
0.150021,0.663982,0.663857
0.0426335,0.55679,0.557221
0.685864,0.257482,0.25736
0.0215634,0.406795,0.40716
0.0209815,0.171831,0.171384
0.192787,0.642989,0.642419
0.0424678,0.407282,0.406799
0.407081,0.600225,0.599801
0.492579,0.214153,0.214291
0.621615,0.642401,0.642857
0.0853106,0.021017,0.021209
0.686122,0.600183,0.600137
0.514249,0.321559,0.321831
0.343296,0.235681,0.235665
0.0423702,0.321503,0.321354
0.471166,0.363876,0.36462
0.557087,0.557562,0.556768
0.535872,0.23541,0.23521
0.0217883,0.685274,0.685764
0.535203,0.407278,0.406742
0.321213,0.643249,0.642517
0.193126,0.471661,0.471482
0.107088,0.343141,0.342811
0.557476,0.664389,0.663992
0.0424227,0.171147,0.171237
0.150031,0.471155,0.470932
0.235435,0.0430564,0.0430262
0.600012,0.578941,0.578199
0.621234,0.321912,0.321603
0.278279,0.214113,0.214749
0.321291,0.15047,0.150458
0.36427,0.321317,0.321372
0.128352,0.149539,0.150078
0.449803,0.621475,0.621094
0.557576,0.643013,0.642501
0.599933,0.042401,0.0431232
0.171385,0.643019,0.64271
0.471042,0.450143,0.449805
0.256978,0.257004,0.257311
0.514411,0.66442,0.664086
0.492721,0.364377,0.364502
0.192701,0.27812,0.278321
0.642454,0.514232,0.513873
0.600036,0.235721,0.235642
0.257094,0.599575,0.599948
0.385994,0.278931,0.279055
0.278258,0.300185,0.29949
0.128529,0.107215,0.107032
0.15043,0.257326,0.256889
0.321433,0.106696,0.107444
0.55745,0.107426,0.107009
0.621855,0.0642556,0.0639966
0.578904,0.536109,0.536093
0.535993,0.106928,0.107625
0.514608,0.128286,0.128565
0.0641745,0.236141,0.235478
0.342638,0.428773,0.429039
0.536089,0.0852746,0.0857986
0.192543,0.450337,0.449911
0.578959,0.363791,0.364306
0.471119,0.600328,0.599656
0.29996,0.407498,0.407438
0.600084,0.600087,0.600391
0.664155,0.0214416,0.0210625
0.236026,0.235376,0.235507
0.192436,0.0643368,0.0638521
0.0853565,0.514317,0.514579
0.0858329,0.492592,0.492724
0.514079,0.42875,0.428178
0.214023,0.513843,0.514552
0.0429945,0.299558,0.299696
0.492677,0.171304,0.171538
0.0425858,0.578929,0.578486
0.471684,0.192838,0.192923
0.60005,0.406665,0.407369
0.321179,0.0214919,0.0211275
0.45036,0.214237,0.21465
0.535783,0.642967,0.642536
0.107495,0.256728,0.257586
0.621825,0.0217808,0.021776
0.642993,0.57875,0.578462
0.0424807,0.492345,0.492967
0.299773,0.514165,0.514286
0.0638192,0.578781,0.578078
0.599588,0.213934,0.214576
0.150426,0.600245,0.600417
0.428083,0.10724,0.107466
0.536028,0.492743,0.493295
0.621878,0.513764,0.513782
0.256966,0.214569,0.214738
0.663968,0.5574,0.556777
0.14998,0.128491,0.128672
0.34313,0.600166,0.600224
0.599499,0.342672,0.343307
0.621269,0.407316,0.407117
0.342835,0.663993,0.664426
0.0215794,0.235754,0.235628
0.106664,0.0643692,0.0644086
0.321463,0.664233,0.664443
0.450262,0.535512,0.535711
0.0211249,0.514121,0.513912
0.385623,0.171274,0.17117
0.171111,0.450201,0.449969
0.471801,0.385977,0.385566
0.686136,0.106906,0.107525
0.34317,0.192778,0.193189
0.621002,0.557168,0.55735
0.149823,0.55734,0.556969
0.535787,0.214218,0.214189
0.278431,0.450041,0.450095
0.25679,0.4924,0.492919
0.0853583,0.536024,0.535444
0.557403,0.214101,0.213831
0.25739,0.342386,0.3433
0.664286,0.642733,0.643103
0.299751,0.30031,0.300455
0.664341,0.492782,0.492585
0.621628,0.106918,0.107611
0.535794,0.342485,0.342442
0.363848,0.0645226,0.063798
0.643016,0.171037,0.17128
0.0860345,0.557512,0.556709
0.428911,0.236079,0.235875
0.428406,0.535543,0.535854
0.300377,0.471357,0.471214
0.492755,0.535448,0.535639
0.621283,0.385369,0.385906
0.471418,0.21384,0.214299
0.60004,0.300076,0.299497
0.407018,0.492769,0.493241
0.621714,0.449753,0.450329
0.300235,0.170931,0.171497
0.47103,0.0209651,0.0215571
0.236061,0.129032,0.129048
0.64315,0.08538,0.0854273
0.40726,0.235595,0.235291
0.642928,0.364214,0.363861
0.236039,0.449496,0.449559
0.642827,0.150456,0.150279
0.256748,0.128237,0.128932
0.343323,0.364134,0.364266
0.236079,0.55737,0.557374
0.171145,0.214454,0.214566
0.663794,0.0858325,0.0859346
0.536029,0.621589,0.621152
0.38607,0.386189,0.386105
0.0217926,0.450355,0.449626
0.385874,0.407058,0.406841
0.0855857,0.578903,0.57816
0.19303,0.492832,0.492452
0.578472,0.0859597,0.0854043
0.150344,0.321252,0.321876
0.59947,0.492398,0.492828
0.556853,0.471385,0.471493
0.557103,0.064349,0.0639846
0.471496,0.128506,0.128162
0.129064,0.57903,0.57867
0.192649,0.235334,0.23554
0.321882,0.578686,0.578506
0.321417,0.385927,0.385901
0.578983,0.643153,0.642881
0.685217,0.578344,0.578678
0.0639849,0.256833,0.257546
0.25686,0.278557,0.278355
0.578893,0.578711,0.579023
0.25665,0.171533,0.171744
0.299747,0.257414,0.257208
0.257292,0.642879,0.642923
0.256974,0.55702,0.557016
0.0856161,0.450094,0.450476
0.535196,0.12816,0.128369
0.471755,0.107164,0.106926
0.385388,0.364566,0.363931
0.171266,0.0431835,0.0425928
0.149875,0.364213,0.36436
0.685912,0.514409,0.514211
0.0638601,0.664153,0.66405
0.107532,0.278763,0.278357
0.236026,0.342513,0.342821
0.0210409,0.150262,0.150322
0.149938,0.0427282,0.0426186
0.0433201,0.107549,0.106647
0.0218314,0.535863,0.535933
0.0214681,0.257143,0.256822
0.36452,0.12854,0.129063
0.578159,0.621345,0.621647
0.192877,0.300464,0.300432
0.55662,0.0217665,0.0213088
0.557139,0.600206,0.600352
0.68538,0.278544,0.278826
0.664048,0.25759,0.25667
0.514372,0.599885,0.600324
0.279029,0.621479,0.621411
0.556768,0.129036,0.128292
0.364625,0.171552,0.171508
0.192979,0.535731,0.535982
0.171052,0.321351,0.321317
0.34282,0.47125,0.471096
0.128467,0.342467,0.343137
0.450078,0.128637,0.128161
0.0431216,0.0638554,0.0647777
0.578244,0.279024,0.278065
0.12864,0.0212147,0.0218351
0.149874,0.385216,0.385988
0.471375,0.49254,0.492936
0.128372,0.64237,0.643071
0.171387,0.0861938,0.0858889
0.0426833,0.128928,0.128825
0.0645156,0.171079,0.171116
0.557607,0.49253,0.492995
0.385683,0.235787,0.236175
0.193333,0.407295,0.407352
0.214687,0.407155,0.406722
0.0211588,0.0647156,0.0646445
0.685427,0.342537,0.343033
0.557584,0.235806,0.236168
0.0641333,0.385437,0.385244
0.664197,0.621566,0.621509
0.450251,0.600055,0.600058
0.386139,0.621293,0.621037
0.36387,0.428413,0.428223
0.171246,0.106733,0.107633
0.128743,0.557526,0.557274
0.193202,0.321782,0.321152
0.193346,0.107246,0.10747
0.128152,0.686159,0.686019
0.342451,0.257319,0.256822
0.471736,0.557237,0.557186
0.0852199,0.471325,0.471313
0.0644562,0.621632,0.621014
0.664357,0.0643825,0.0644372
0.685586,0.0860796,0.0853842
0.513917,0.643305,0.642759
0.664481,0.14984,0.149758
0.492478,0.620952,0.621869
0.386181,0.0430087,0.0425606
0.642734,0.492952,0.493035
0.535532,0.0214013,0.0210286
0.68527,0.0644462,0.0647119
0.128768,0.300351,0.299614
0.685492,0.407059,0.406838
0.450358,0.300299,0.299771
0.621653,0.19334,0.193053
0.492412,0.343136,0.343095
0.192666,0.599579,0.599584
0.428441,0.449555,0.450007
0.385979,0.556873,0.557412
0.578212,0.235358,0.235666
0.449511,0.192543,0.193317
0.299923,0.385318,0.386162
0.192992,0.0432116,0.043181
0.213832,0.643124,0.642485
0.0860732,0.171344,0.170975
0.0426935,0.428164,0.428457
0.17177,0.686045,0.686177
0.0432631,0.0215155,0.0217337
0.0859737,0.364525,0.36425
0.363878,0.4931,0.492729
0.150238,0.0647033,0.0639855
0.557577,0.535284,0.535744
0.428146,0.556859,0.556953
0.364449,0.620924,0.621177
0.171894,0.428153,0.428076
0.599606,0.256778,0.257486
0.235983,0.471822,0.471091
0.149602,0.535919,0.535893
0.0218729,0.664495,0.663908
0.128207,0.492675,0.492366
0.0640277,0.128344,0.128638
0.621783,0.21392,0.214047
0.214706,0.535457,0.536138
0.535466,0.449558,0.449703
0.4932,0.299614,0.2999
0.0857944,0.342723,0.34258
0.300103,0.214295,0.213956
0.29981,0.235954,0.235888
0.578956,0.343093,0.342738
0.299878,0.0853204,0.0857371
0.385412,0.42818,0.428229
0.14966,0.578109,0.578852
0.128227,0.364518,0.364522
0.278382,0.128127,0.128462
0.535673,0.321838,0.321821
0.406712,0.0859497,0.0856406
0.514474,0.170934,0.170993
0.235331,0.49257,0.492896
0.471155,0.428486,0.428771
0.578928,0.429006,0.42825
0.278759,0.0429885,0.0433455
0.0211279,0.386034,0.385818
0.12835,0.600413,0.600247
0.38539,0.299854,0.299619
0.536038,0.278802,0.278972
0.299498,0.278351,0.278094
0.171557,0.621591,0.621309
0.107368,0.0428984,0.0429804
0.363929,0.0429436,0.0425104
0.214643,0.129006,0.128135
0.64308,0.21396,0.214706
0.492635,0.642411,0.642826
0.0639147,0.428351,0.428126
0.129048,0.621105,0.621312
0.492341,0.471562,0.471509
0.685988,0.128963,0.128998
0.364051,0.535398,0.535361
0.449703,0.171287,0.171328
0.514208,0.492525,0.493178
0.128642,0.0640495,0.0640511
0.107578,0.471555,0.471085
0.599474,0.556818,0.556673
0.128982,0.256697,0.257477
0.19311,0.214524,0.213879
0.0214218,0.321478,0.321514
0.492453,0.4925,0.492639
0.428889,0.278297,0.278225
0.0215852,0.59953,0.599635
0.385823,0.257061,0.256924
0.621501,0.493192,0.492555
0.342642,0.578175,0.578064
0.235326,0.107051,0.107439
0.149707,0.685423,0.686149
0.193166,0.514668,0.51383
0.321182,0.235308,0.235488
0.278573,0.106671,0.106814
0.107504,0.578664,0.578802
0.278448,0.578639,0.578493
0.599495,0.0854489,0.0856726
0.19314,0.578822,0.578498
0.599833,0.128335,0.12828
0.407336,0.53599,0.536121
0.342539,0.214131,0.213893
0.450168,0.321027,0.321489
0.428476,0.406951,0.406986
0.663845,0.385283,0.386094
0.40759,0.44988,0.450019
0.0639355,0.107479,0.107024
0.642878,0.278446,0.278777
0.621702,0.0852366,0.0857287
0.128343,0.535782,0.535812
0.364166,0.449822,0.449736
0.386105,0.14967,0.149851
0.664346,0.53528,0.535243
0.363964,0.193312,0.19258
0.664061,0.299765,0.29994
0.364239,0.106836,0.107081
0.085631,0.385898,0.386149
0.685906,0.363983,0.36431
0.642353,0.300404,0.300329
0.600385,0.364595,0.364601
0.235669,0.663978,0.664128
0.150186,0.299502,0.299627
0.321867,0.621501,0.621654
0.407581,0.193008,0.192998
0.150191,0.0852776,0.0853618
0.0214704,0.428189,0.428894
0.342851,0.342376,0.342416
0.0639288,0.492428,0.493261
0.0857338,0.0424945,0.0426823
0.599625,0.62097,0.621416
0.12844,0.66408,0.664599
0.535463,0.192812,0.193087
0.578359,0.256936,0.257373
0.492352,0.556645,0.557028
0.170988,0.34239,0.342343
0.300451,0.128255,0.128466
0.321773,0.471547,0.471252
0.406984,0.299953,0.300215
0.470971,0.471621,0.470906
0.278123,0.0216907,0.0215968
0.450459,0.042927,0.0425322
0.556696,0.192869,0.192804
0.321755,0.0427712,0.0427989
0.107526,0.428611,0.428081
0.0432662,0.385433,0.385399
0.49293,0.513771,0.514475
0.449977,0.492895,0.492341
0.535687,0.171681,0.171399
0.599639,0.642996,0.642805
0.321846,0.0861128,0.0853302
0.407529,0.021868,0.0211634
0.68569,0.664624,0.664144
0.49333,0.0429473,0.0426332
0.535847,0.556977,0.557523
0.66425,0.0428903,0.0423631
0.213899,0.55729,0.557028
0.62152,0.171856,0.171092
0.0428854,0.600288,0.600312
0.492477,0.257464,0.257405
0.128453,0.407185,0.407067
0.514657,0.535609,0.535427
0.321826,0.535841,0.535324
0.107393,0.364329,0.364618
0.278947,0.192907,0.192484
0.342435,0.385954,0.386038
0.685542,0.449919,0.4504
0.342864,0.620959,0.621233
0.492686,0.235754,0.235705
0.536084,0.664066,0.664406
0.171848,0.0646345,0.0647723
0.236179,0.578812,0.578544
0.51464,0.0428373,0.0429044
0.214631,0.149813,0.150389
0.12812,0.5144,0.514579
0.192581,0.149991,0.150171
0.171696,0.235736,0.23523
0.600339,0.19332,0.193324
0.235371,0.0212772,0.0210889
0.106784,0.107115,0.107618
0.685405,0.385773,0.3859
0.235653,0.0647561,0.0647252
0.214061,0.578671,0.5787
0.642536,0.342716,0.342775
0.321166,0.407019,0.407403
0.0431911,0.642705,0.642803
0.342604,0.0212347,0.0211928
0.55705,0.450211,0.449801
0.36448,0.599927,0.599788
0.321116,0.49315,0.492692
0.192868,0.557232,0.557093
0.192893,0.385739,0.385992
0.385458,0.599722,0.600295
0.342888,0.51416,0.514328
0.149824,0.213998,0.214397
0.492556,0.428961,0.428154
0.642905,0.257111,0.257003
0.0862006,0.664695,0.664264
0.192404,0.428982,0.428741
0.106891,0.192368,0.193316
0.642561,0.664333,0.664616
0.085773,0.599762,0.599498
0.686055,0.471151,0.471425
0.321675,0.0646319,0.064744
0.0637961,0.0641799,0.0641172
0.68593,0.557469,0.556744
0.643224,0.385338,0.385457
0.214721,0.0212774,0.0218405
0.364354,0.0219134,0.0213638
0.0212535,0.214438,0.214438
0.214523,0.171649,0.171369
0.514718,0.449523,0.450165
0.364592,0.150335,0.149938
0.278319,0.428612,0.428395
0.57898,0.514426,0.513881
0.193207,0.621154,0.62179
0.663923,0.406684,0.407082
0.471664,0.278391,0.278909
0.25731,0.0428667,0.0431574
0.450268,0.149896,0.149826
0.021752,0.106842,0.107273
0.66442,0.428909,0.428948
0.55756,0.621258,0.621188
0.535968,0.535292,0.535467
0.257331,0.407506,0.407239
0.150343,0.642967,0.642847
0.27893,0.0856633,0.0857698
0.364623,0.278081,0.278919
0.42844,0.621249,0.621412
0.192602,0.364038,0.364755
0.364664,0.557228,0.556851
0.042696,0.214432,0.213937
0.15008,0.621493,0.620986
0.0645319,0.30015,0.299505
0.663914,0.278752,0.278493
0.0214686,0.557167,0.557438
0.514478,0.300205,0.300462
0.429039,0.663925,0.66405
0.51386,0.149898,0.150435
0.599657,0.150121,0.14972
0.0430861,0.150119,0.149636
0.150357,0.0217939,0.0213303
0.278302,0.385359,0.385197
0.621223,0.23578,0.235782
0.342616,0.128336,0.128952
0.492634,0.128663,0.128737
0.642969,0.643206,0.642537
0.0643283,0.214326,0.214217
0.171672,0.663762,0.663814
0.107103,0.557289,0.557245
0.599941,0.0217432,0.0212162
0.557331,0.0857874,0.0857663
0.578978,0.150299,0.149873
0.514393,0.256837,0.257588
0.343004,0.107526,0.107322
0.171565,0.557047,0.556617
0.299649,0.321232,0.321836
0.428342,0.257113,0.256808
0.171632,0.0210409,0.0212735
0.685481,0.300399,0.299511
0.492641,0.385341,0.385445
0.556843,0.278999,0.278563
0.643248,0.0209494,0.021004
0.428587,0.493049,0.492416
0.664739,0.128788,0.128789
0.621556,0.535764,0.535739
0.23598,0.085457,0.0855017
0.38564,0.192736,0.193285
0.428815,0.0216066,0.0218629
0.450159,0.643179,0.64315
0.278266,0.557257,0.556765
0.171703,0.47095,0.471767
0.256929,0.0644219,0.0641394
0.21435,0.214259,0.213991
0.107554,0.600059,0.599792
0.428154,0.150328,0.149764
0.0430042,0.621659,0.621501
0.300233,0.450086,0.45039
0.106687,0.171313,0.171821
0.557139,0.256952,0.256968
0.128304,0.471422,0.471836
0.685538,0.149752,0.149926
0.493205,0.193241,0.192549
0.321185,0.321191,0.321344
