x coord, y coord, z coord
0.578223,0.107131,0.107479
0.171816,0.256787,0.257354
0.406865,0.214479,0.214243
0.257065,0.321487,0.321335
0.129004,0.192574,0.19329
0.59973,0.385375,0.385702
0.256644,0.0859297,0.0859292
0.578605,0.49246,0.492512
0.557168,0.0427043,0.0427807
0.578161,0.213873,0.214096
0.150196,0.193123,0.192613
0.149537,0.106756,0.107469
0.364672,0.235759,0.235993
0.342927,0.0427399,0.0433036
0.513783,0.578657,0.578663
0.385601,0.214707,0.214368
0.0430779,0.449652,0.450187
0.428551,0.57825,0.578212
0.321039,0.128626,0.128906
0.557563,0.364292,0.364015
0.106977,0.406958,0.406765
0.493168,0.664674,0.663788
0.300143,0.150011,0.150011
0.235589,0.621082,0.621466
0.278439,0.513807,0.513856
0.106675,0.685821,0.68528
0.193314,0.192579,0.193303
0.621289,0.664634,0.664033
0.0861099,0.621555,0.621544
0.514082,0.55735,0.556915
0.235276,0.321822,0.321174
0.599676,0.664426,0.664105
0.171554,0.128566,0.128176
0.47111,0.256949,0.257062
0.106874,0.321546,0.321291
0.278793,0.171787,0.171621
0.385601,0.471632,0.471396
0.493152,0.320986,0.321323
0.17114,0.513954,0.514051
0.128841,0.214666,0.214389
0.321766,0.342948,0.342914
0.321703,0.257613,0.25738
0.621512,0.278285,0.278978
0.0855081,0.428157,0.428517
0.300465,0.19316,0.19266
0.578747,0.193164,0.193319
0.450273,0.428881,0.428513
0.557548,0.321894,0.321459
0.42829,0.428486,0.42842
0.578513,0.664182,0.664603
0.385576,0.513781,0.513931
0.556695,0.171275,0.170956
0.321051,0.557429,0.557568
0.406717,0.0425947,0.0430912
0.106913,0.235898,0.236041
0.514055,0.385948,0.385702
0.664314,0.364123,0.364083
0.471556,0.0642044,0.0641224
0.064439,0.536178,0.535663
0.0646474,0.321861,0.321366
0.342655,0.643278,0.642885
0.149998,0.407321,0.407345
0.449974,0.406799,0.407581
0.257365,0.19258,0.193045
0.450067,0.471622,0.471524
0.428098,0.321681,0.321309
0.428517,0.47139,0.471527
0.149689,0.149584,0.150233
0.149823,0.492391,0.492871
0.171417,0.300221,0.300229
0.106961,0.385714,0.385275
0.25762,0.62117,0.621261
0.450205,0.0213213,0.021377
0.514295,0.0853037,0.0854048
0.578165,0.556742,0.557372
0.107381,0.492746,0.492385
0.578347,0.600452,0.60032
0.407457,0.128187,0.128913
0.536053,0.36467,0.36466
0.0861067,0.107351,0.106689
0.664081,0.471585,0.470994
0.493072,0.600234,0.599955
0.278469,0.257322,0.256655
0.385726,0.321261,0.321046
0.685689,0.0429712,0.0425145
0.471555,0.321227,0.321078
0.214546,0.600226,0.599671
0.235958,0.257215,0.257009
0.321122,0.513823,0.513959
0.064675,0.150002,0.15033
0.0638929,0.364253,0.364192
