x coord, y coord, z coord
0.535804,0.106945,0.107344
0.40722,0.106872,0.107376
0.578564,0.19247,0.192634
0.0854389,0.44961,0.450269
0.492651,0.256874,0.256806
0.385809,0.256893,0.256885
0.0859855,0.514283,0.514522
0.428732,0.256705,0.256762
0.599487,0.278155,0.27897
0.664382,0.514012,0.513844
0.492789,0.471299,0.471663
0.514,0.321837,0.321753
0.664266,0.664644,0.664284
0.0860731,0.364609,0.364306
0.235786,0.321303,0.32183
0.449785,0.406833,0.407308
0.385323,0.171747,0.171898
0.535307,0.471528,0.471279
0.0637873,0.171035,0.171149
0.556784,0.557508,0.557441
0.321032,0.192452,0.192437
0.621176,0.321619,0.321264
0.471215,0.51427,0.514284
0.0215552,0.128747,0.128393
0.17182,0.514357,0.51416
0.513806,0.236035,0.236051
0.578764,0.0428038,0.0430945
0.536065,0.0856252,0.0855068
0.578565,0.0861206,0.0860143
0.256635,0.514643,0.51397
0.49293,0.171604,0.171618
0.40743,0.386152,0.385635
0.34249,0.428614,0.429005
0.171176,0.557465,0.557417
0.6427,0.107181,0.107054
0.556726,0.0641107,0.0639224
0.128566,0.0212803,0.0214679
0.406798,0.450081,0.4504
0.428108,0.620906,0.62108
0.321801,0.492343,0.492664
0.557082,0.128196,0.128859
0.278142,0.449528,0.44952
0.0643844,0.192437,0.19327
0.664392,0.600128,0.600246
0.621306,0.214325,0.214674
0.686031,0.621392,0.620956
0.32169,0.107251,0.107229
0.535993,0.342978,0.342861
0.19316,0.12858,0.128196
0.364498,0.278362,0.278552
0.042738,0.621753,0.621515
0.364045,0.428195,0.428691
0.599786,0.214156,0.214673
0.493292,0.0211269,0.0217659
0.321797,0.578669,0.578668
0.300016,0.0646008,0.0643291
0.235512,0.128228,0.128099
0.578939,0.214524,0.214255
0.23604,0.300209,0.300446
0.449759,0.535262,0.53564
0.150071,0.664022,0.664745
0.493081,0.40754,0.407534
0.0216223,0.043249,0.0431209
0.407475,0.600102,0.600279
0.235933,0.34288,0.343148
0.492497,0.343069,0.342491
0.150325,0.450175,0.450088
0.407249,0.407525,0.407384
0.492689,0.621492,0.621852
0.363995,0.642707,0.642894
0.257541,0.236123,0.236133
0.449754,0.19258,0.193308
0.106805,0.150272,0.149978
0.68582,0.514179,0.51434
0.407525,0.49275,0.493106
0.343002,0.621085,0.621186
0.300054,0.213983,0.21386
0.213902,0.193095,0.193199
0.107031,0.642885,0.642942
0.0214892,0.406975,0.406938
0.449876,0.578735,0.578941
0.278406,0.10726,0.106656
0.643323,0.257277,0.256885
0.450126,0.0641055,0.0643323
0.128862,0.235764,0.23549
0.686035,0.236117,0.235266
0.128065,0.643271,0.642329
0.57842,0.407507,0.407429
0.0856536,0.342987,0.343207
0.278933,0.192585,0.193155
0.235743,0.0426142,0.0431006
0.471576,0.428612,0.428306
0.40724,0.214733,0.214257
0.214733,0.364547,0.363984
0.23619,0.278202,0.278595
0.407222,0.279052,0.279026
0.428865,0.214579,0.214745
0.343113,0.300394,0.299938
0.106932,0.278261,0.278881
0.34277,0.664612,0.663768
0.450369,0.449881,0.450345
0.342927,0.600372,0.600335
0.0428363,0.38526,0.385672
0.193076,0.0855015,0.0856747
0.321869,0.513981,0.51418
0.278271,0.321264,0.321274
0.385755,0.279028,0.278242
0.149907,0.214773,0.214579
0.257114,0.642908,0.642858
0.0856761,0.0210384,0.0217848
0.428564,0.0424533,0.0432859
0.236136,0.600018,0.600111
0.53556,0.235519,0.235744
0.514157,0.193193,0.19308
0.621078,0.0638127,0.0643686
0.129017,0.557136,0.557343
0.55754,0.299928,0.300405
0.450345,0.51428,0.514259
0.0639096,0.600462,0.600314
0.14973,0.57852,0.578666
0.193302,0.663952,0.664084
0.106856,0.38561,0.385308
0.514628,0.257405,0.256655
0.064422,0.45045,0.450055
0.471426,0.60036,0.600089
0.470996,0.107125,0.107265
0.0852487,0.10711,0.107118
0.599788,0.578091,0.578482
0.129055,0.278421,0.278693
0.15017,0.513939,0.513878
0.621236,0.385634,0.385824
0.0430051,0.0861388,0.0858659
0.299885,0.149596,0.149528
0.364704,0.536172,0.535278
0.471286,0.256727,0.257486
0.235649,0.514623,0.514446
0.342711,0.085447,0.0856184
0.385751,0.6427,0.64312
0.193117,0.257141,0.25741
0.128486,0.214109,0.21417
0.364766,0.0433076,0.042737
0.493034,0.19325,0.192491
0.470908,0.278904,0.278721
0.320959,0.535267,0.535415
0.578533,0.663859,0.664328
0.0217661,0.085776,0.085382
0.106713,0.213909,0.21472
0.128284,0.621538,0.621161
0.664245,0.55666,0.557146
0.513918,0.128843,0.128312
0.0431926,0.600428,0.599628
0.192741,0.514149,0.514187
0.364101,0.0861079,0.0862087
0.621289,0.0428663,0.0427952
0.321408,0.0433491,0.0431036
0.256718,0.192592,0.192803
0.300155,0.0860824,0.0854228
0.0852652,0.428497,0.428832
0.450311,0.664251,0.664273
0.600404,0.664288,0.664169
0.23545,0.642642,0.642354
0.257029,0.40685,0.406941
0.0219267,0.299682,0.300237
0.664421,0.107357,0.107497
0.600212,0.150065,0.14955
0.42866,0.278181,0.278233
0.12903,0.363933,0.363958
0.535924,0.278957,0.278957
0.150417,0.643192,0.642491
0.2781,0.257344,0.256696
0.47091,0.342974,0.342807
0.214182,0.535554,0.536007
0.364366,0.386005,0.386184
0.299996,0.599874,0.6004
0.321701,0.214615,0.214447
0.642896,0.32153,0.321904
0.235258,0.256839,0.25694
0.0647292,0.0646441,0.0644399
0.150418,0.685512,0.685261
0.642955,0.30003,0.299669
0.0423561,0.14976,0.149955
0.0647059,0.535891,0.535256
0.663838,0.342708,0.342657
0.235323,0.428819,0.428642
0.471093,0.23561,0.235315
0.407494,0.0638119,0.0644021
0.299501,0.621195,0.621313
0.663763,0.406938,0.406747
0.0640063,0.278307,0.278114
0.0862034,0.535791,0.535676
0.449539,0.21386,0.214353
0.386006,0.149587,0.150289
0.171192,0.150012,0.150418
0.53535,0.214581,0.213803
0.535236,0.535535,0.535787
0.450385,0.321797,0.321174
0.407251,0.321809,0.321814
0.599835,0.0858523,0.0859352
0.450084,0.557193,0.556844
0.385985,0.38598,0.386032
0.235594,0.170986,0.171769
0.685626,0.299924,0.299646
0.492632,0.514184,0.51473
0.192428,0.492675,0.492885
0.193035,0.235723,0.235671
0.449676,0.363783,0.36439
0.556753,0.492515,0.492399
0.514272,0.107442,0.106703
0.256828,0.278904,0.27843
0.492427,0.149939,0.149814
0.0212802,0.386096,0.385887
0.149782,0.256841,0.257119
0.5147,0.0429011,0.0425499
0.621078,0.450197,0.449901
0.557107,0.278782,0.278637
0.0428225,0.535464,0.535654
0.150022,0.321548,0.321033
0.514688,0.428949,0.428356
0.556835,0.642709,0.642931
0.642598,0.385477,0.385248
0.257031,0.0857789,0.0856764
0.578104,0.600071,0.600228
0.385589,0.129056,0.128156
0.492866,0.557027,0.556823
0.171635,0.192576,0.192535
0.214457,0.257512,0.256678
0.0640613,0.642812,0.643116
0.385797,0.514028,0.514744
0.0218288,0.47093,0.471345
0.21395,0.171772,0.170974
0.386186,0.535638,0.536064
0.428511,0.085705,0.0859334
0.406709,0.621257,0.621476
0.0430819,0.364394,0.364677
0.0643067,0.342445,0.342697
0.300394,0.514503,0.514571
0.364639,0.300462,0.299705
0.107107,0.0427673,0.0431969
0.471854,0.643028,0.643074
0.0647621,0.492744,0.493168
0.256795,0.536165,0.535431
0.19288,0.0431855,0.0424994
0.514399,0.535862,0.536142
0.128077,0.386085,0.385376
0.256704,0.257138,0.257504
0.364318,0.557427,0.557104
0.214394,0.385366,0.38582
0.470945,0.299726,0.299896
0.449525,0.428441,0.428256
0.0641835,0.04299,0.0423634
0.514141,0.471827,0.471417
0.449873,0.128616,0.129034
0.471671,0.321147,0.321721
0.192563,0.600406,0.600301
0.321682,0.450006,0.45003
0.257318,0.556998,0.556663
0.321397,0.257396,0.256927
0.150434,0.600265,0.599512
0.53597,0.0643812,0.0644764
0.107225,0.32098,0.321584
0.493146,0.107067,0.107618
0.129063,0.256835,0.256846
0.171303,0.342709,0.34306
0.235254,0.214525,0.214082
0.278207,0.0428562,0.0433379
0.664556,0.471423,0.470911
0.493005,0.385898,0.385771
0.193256,0.428489,0.428641
0.342579,0.471163,0.471365
0.171138,0.664451,0.664209
0.213797,0.62151,0.621835
0.579019,0.492829,0.493298
0.10723,0.557568,0.557402
0.621067,0.642798,0.643304
0.685189,0.257328,0.256685
0.599569,0.364032,0.364067
0.343056,0.557245,0.557464
0.320943,0.300175,0.299688
0.106897,0.663901,0.663838
0.300267,0.643139,0.643143
0.621294,0.192384,0.193165
0.642812,0.17141,0.171037
0.0428887,0.0211347,0.021396
0.0212569,0.557611,0.557506
0.278559,0.385357,0.385228
0.236184,0.556727,0.556828
0.343014,0.0425758,0.0423953
0.664392,0.0426211,0.0428637
0.685198,0.535362,0.53607
0.236173,0.407039,0.407188
0.278293,0.128771,0.129012
0.0852905,0.557603,0.557128
0.385508,0.664507,0.664544
0.0643525,0.471358,0.470941
0.150411,0.620939,0.621466
0.342429,0.213947,0.214665
0.0860296,0.278184,0.278773
0.428396,0.235872,0.23525
0.535328,0.643024,0.643306
0.128482,0.321763,0.321607
0.042998,0.685461,0.685934
0.364074,0.107209,0.107253
0.428397,0.663911,0.664454
0.492514,0.450033,0.44991
0.27885,0.149663,0.150274
0.364125,0.343284,0.342932
0.621807,0.107526,0.107358
0.171047,0.235804,0.236151
0.278075,0.428943,0.428248
0.21456,0.514696,0.514047
0.107348,0.620947,0.620974
0.557368,0.17105,0.171078
0.14997,0.38534,0.385397
0.407143,0.471519,0.471845
0.578797,0.171739,0.171403
0.321157,0.406742,0.406787
0.535886,0.492769,0.492535
0.0854611,0.0860132,0.0859114
0.59989,0.192803,0.193095
0.256951,0.0431916,0.0429639
0.321483,0.60034,0.599726
0.600104,0.42835,0.428148
0.106813,0.471437,0.471904
0.621354,0.171318,0.171204
0.214097,0.664233,0.664397
0.621075,0.664555,0.663896
0.193229,0.578999,0.579018
0.556726,0.235647,0.235562
0.321636,0.171334,0.171916
0.55716,0.599582,0.600029
0.170928,0.471593,0.471774
0.536066,0.128164,0.128831
0.150472,0.557077,0.557161
0.621242,0.0213945,0.0217044
0.321294,0.149778,0.149984
0.150217,0.0858959,0.0857671
0.042385,0.278787,0.278509
0.471572,0.385267,0.385878
0.0426454,0.343028,0.343094
0.32163,0.321823,0.321241
0.214018,0.0642226,0.0640444
0.428971,0.192516,0.19263
0.363828,0.364641,0.364493
0.214689,0.407077,0.407616
0.0430667,0.192509,0.193281
0.385944,0.471116,0.471636
0.192794,0.149772,0.150264
0.599779,0.492535,0.492821
0.10727,0.429018,0.428075
0.0209786,0.020929,0.0213493
0.321344,0.342485,0.342854
0.49234,0.6643,0.66398
0.0642732,0.578347,0.578979
0.257038,0.621741,0.620968
0.406908,0.0210823,0.0215647
0.663789,0.535673,0.535558
0.170938,0.385772,0.38553
0.085655,0.128136,0.129064
0.0219104,0.535228,0.535964
0.128513,0.0428159,0.042577
0.535341,0.407357,0.406761
0.514663,0.59998,0.599501
0.149811,0.535217,0.535194
0.107266,0.492495,0.492649
0.278529,0.471273,0.471595
0.0428303,0.471629,0.471644
0.642659,0.235486,0.235872
0.193319,0.450212,0.449511
0.386003,0.042449,0.0433537
0.685852,0.149602,0.150417
0.364654,0.664474,0.664311
0.149824,0.278155,0.278828
0.106691,0.578271,0.578217
0.44975,0.342534,0.342918
0.342808,0.493216,0.49304
0.236108,0.492684,0.49236
0.106968,0.342391,0.342788
0.0210488,0.62159,0.621621
0.535803,0.193053,0.192633
0.449944,0.471369,0.471854
0.106681,0.23535,0.235588
0.642655,0.642504,0.64318
0.300006,0.257007,0.256989
0.599571,0.621581,0.621031
0.514263,0.150107,0.149683
0.321073,0.621337,0.621802
0.685854,0.321573,0.32143
0.514622,0.664168,0.664556
0.449594,0.0425114,0.0425732
0.642435,0.343182,0.343266
0.342988,0.128376,0.128684
0.0433527,0.664241,0.66438
0.192697,0.0640963,0.0638658
0.663761,0.44979,0.450425
0.27842,0.492845,0.492496
0.471572,0.535228,0.535952
0.0647335,0.556994,0.557599
0.599619,0.0216652,0.0216023
0.621341,0.257085,0.256674
0.449783,0.1071,0.107601
0.363915,0.621638,0.621029
0.214509,0.428933,0.429041
0.514262,0.364223,0.364444
0.063823,0.321037,0.321675
0.171707,0.27875,0.278453
0.642504,0.213939,0.214219
0.064226,0.0854763,0.0859834
0.664581,0.428883,0.428173
0.685832,0.214737,0.214347
0.578105,0.257464,0.256789
0.171077,0.0428211,0.0426004
0.171142,0.621113,0.620946
0.428472,0.535689,0.536063
0.0216699,0.0642261,0.0646566
0.685355,0.342417,0.342351
0.471816,0.192866,0.192365
0.579037,0.106921,0.107192
